Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
aquazzura shoes on sale,31,31,170,26,1.11,https://poshmark.com/browse/aquazzura-shoes,0,0,0.00,1,72,"[66,100,100,100,100,80,66,52,80,80,100,80]",2023-04-06,"Image pack, Video, Image, AdWords bottom, Indented, Popular products, Related searches",transactional,Organic
all black designer shirt,75,75,140,23,0.00,https://poshmark.com/browse/mens-xxxl-designer-shirts,0,0,0.00,1,493000000,"[8,6,6,8,8,8,8,13,10,10,13,13]",2023-04-01,"Image pack, Site links, Video, Image",commercial,Organic
flex top sheets for sleep number bed,13,13,20,30,5.29,https://poshmark.com/brand/Sleep%20Number-Home-Bedding-Sheets,0,0,0.00,0.99,60,"[66,66,66,66,66,66,66,66,66,66,66,100]",2023-04-04,"Image pack, Video, Image, AdWords top, AdWords bottom, Shopping ads, People also ask",commercial,Organic
wide soccer cleat,24,24,70,18,0.45,https://poshmark.com/browse/wide-soccer-shoes,0,0,0.00,1,58,"[82,28,17,12,28,23,10,5,5,5,7,10]",2023-03-31,"Image pack, Video, Image, People also ask",commercial,Organic
mela green,78,78,260,21,0.00,https://poshmark.com/listing/PRADA-Mela-Green-Leather-Tucky-Lock-Clutch-Briefcase-Purse-61d263180bee6248872bef7c,0,0,0.00,0,111000000,"[36,30,24,30,24,24,20,13,8,10,10,10]",2023-03-25,"Knowledge panel, Image, Video Carousel","informational, transactional",Organic
embroidered hawaiian shirts,12,12,90,22,1.76,https://poshmark.com/browse/mens-embroidered-hawaiian-shirts,1,0,2.00,1,4300000,"[50,64,78,100,78,100,78,64,64,64,64,64]",2023-03-21,"Image pack, Video, Image, AdWords bottom, People also ask",commercial,Organic
yarn hair ties,31,31,50,20,0.00,https://poshmark.com/listing/Vintage-70s-Yarn-Hair-Ties-NOS-5fbf26c7a4de41728501e982,0,0,0.00,1,94,"[21,14,14,14,14,14,14,78,78,14,14,78]",2023-03-25,"Image pack, Video, Image",commercial,Organic
olive green mesh top,37,37,40,3,0.00,https://poshmark.com/listing/olive-green-mesh-crop-top-5e21347babe1ce428bf41e53,0,0,0.00,1,31100000,"[18,18,18,18,18,18,18,18,18,18,100,100]",2023-04-01,"Image pack, Image",commercial,Organic
olive green mesh top,36,36,40,3,0.00,https://poshmark.com/listing/Olive-green-mesh-corset-top-63c455bf17fb4b5ceae0d041,0,0,0.00,1,31100000,"[18,18,18,18,18,18,18,18,18,18,100,100]",2023-04-01,"Image pack, Image",commercial,Organic
rogaska crystal vase,10,10,260,21,0.27,https://poshmark.com/brand/Miller%20Rogaska,5,0,1.00,1,62,"[53,81,81,81,81,81,81,81,65,65,53,65]",2023-03-18,"Image pack, Video, Image, People also ask",informational,Organic
how to make a fishtail rainbow loom bracelet,30,30,90,43,0.00,https://poshmark.com/browse/fishtail-rainbow-loom-bracelet,0,0,0.00,0.07,44,"[64,28,78,100,100,64,64,50,50,78,50,50]",2023-03-28,"Image pack, Video, Featured snippet, People also ask",informational,Organic
mad men whiskey glasses,24,24,110,21,0.74,https://poshmark.com/listing/Vintage-Round-whiskey-glass-Mad-men-roly-poly-grey-smoke-glasses-63831c5b948f485a00ccf195,0,0,0.00,1,9540000,"[35,28,35,28,28,28,23,28,35,35,28,23]",2023-03-25,"Image pack, Reviews, Video, Image, People also ask",informational,Organic
shopkens,14,14,30,37,0.22,https://poshmark.com/brand/Shopkins-Kids-Toys,0,0,0.00,1,16200000,"[0,100,0,0,9,18,18,63,45,27,27,63]",2023-03-26,"Image pack, Video, Image, People also ask",commercial,Organic
acid pie killer klowns,19,19,30,21,0.00,https://poshmark.com/listing/KILLER-KLOWNS-From-Outer-Space-Acid-Pie-2019-Shirt-Size-L-63555e74c9a228add9c33e27,0,0,0.00,1,78,"[0,0,0,0,0,0,18,100,100,18,18,18]",2023-03-13,"Video, Featured snippet, Image, Video Carousel, People also ask",informational,Organic
gerry hat,32,32,170,21,0.67,https://poshmark.com/listing/GERRY-HAT-61409a30ffba9470ed4afde9,0,0,0.00,1,20000000,"[12,9,12,81,100,65,65,53,53,81,53,34]",2023-03-29,"Image pack, Video, Image, People also ask",informational,Organic
wicker turtle,36,0,50,10,0.00,https://poshmark.com/listing/Wicker-turtle-basket-64110d1a9464f3f94bdad2b1,0,0,0.00,1,4040000,"[18,18,100,18,100,100,18,18,100,18,18,18]",2023-04-07,"Image pack, Video, Image, Indented, Related searches",informational,Organic
roblox toys pack,17,17,50,41,0.19,https://poshmark.com/brand/ROBLOX-Kids-Toys,0,0,0.00,1,58,"[18,27,45,45,63,63,81,63,45,63,45,0]",2023-03-24,"Image pack, Video, Image, People also ask, FAQ",commercial,Organic
ava max python,39,39,210,22,0.00,https://poshmark.com/listing/COACH-Ava-Python-Tote-NWT-61be98eacb692c5ef069c0d3,0,0,0.00,0,92,"[8,20,0,16,24,0,45,0,30,0,30,1]",2023-03-21,Site links,informational,Organic
navy command ball caps,54,54,170,24,0.44,https://poshmark.com/listing/Reagan-Library-Museum-Air-Force-One-Ball-Cap-61ee16441c528a9ed24bb9c8,0,0,0.00,1,96,"[53,53,80,65,53,65,53,65,65,53,65,53]",2023-03-28,"Image pack, Site links, Video, Image, AdWords bottom, People also ask",commercial,Organic
jordan 4 6.5 youth,10,10,40,32,0.00,https://poshmark.com/browse/kids-jordan-retro-4-shoes,0,0,0.00,1,36,"[2,2,2,2,2,2,2,12,12,12,2,2]",2023-03-27,"Image pack, Site links, Video, Image, People also ask",informational,Organic
duffle bag strap replacement,49,49,140,32,0.27,https://poshmark.com/listing/Sturdy-Canvas-Faux-Leather-Shoulder-Strap-Replacement-for-Travel-Bag-Duffle-Bag-61eaf25a706ac192988d5065,0,0,0.00,1,2570000,"[66,52,52,52,66,66,66,52,66,52,66,66]",2023-03-30,"Image pack, Video, Image, AdWords bottom, Shopping ads",transactional,Organic
dc snowboarding boots womens,6,6,30,22,0.67,https://poshmark.com/brand/DC-Women-Shoes-Winter_&_Rain_Boots,1,0,0.00,1,97,"[0,43,23,0,0,0,17,0,0,0,0,2]",2023-03-24,"Image pack, Video, Image, AdWords bottom, People also ask",commercial,Organic
coach box crossbody bag,8,8,30,16,0.00,https://poshmark.com/listing/Coach-Box-Crossbody-6087fb7f074d24fb5a6b25cc,0,0,0.00,0.98,47,"[10,28,5,5,5,5,5,5,5,5,5,5]",2023-03-15,"Knowledge panel, Image pack, Site links, Video, Image, Shopping ads, Video Carousel, People also ask","informational, transactional",Organic
coach box crossbody bag,7,7,30,16,0.00,https://poshmark.com/listing/COACH-BOX-CROSSBODY-61054b2f6f6c914fd57d64cc,0,0,0.00,0.98,47,"[10,28,5,5,5,5,5,5,5,5,5,5]",2023-03-15,"Knowledge panel, Image pack, Site links, Video, Image, Shopping ads, Video Carousel, People also ask","informational, transactional",Organic
clrhln,14,14,50,16,0.00,https://poshmark.com/listing/Pink-dress-with-black-lace-63d4520a7dfcc255e9a46eb1,0,0,0.00,0,21,"[9,6,6,34,6,6,6,6,6,6,6,100]",2023-03-15,"Image pack, Image",informational,Organic
nihachu merch,37,37,1300,18,0.00,https://poshmark.com/listing/Niki-Nihachu-merch-63dd1e47253a8c73f94c7d0f,0,0,0.00,0.48,77,"[13,10,100,24,28,19,19,10,10,7,5,3]",2023-04-01,"Image pack, Site links, Image",commercial,Organic
pink melon jewelry,18,18,110,16,0.77,https://poshmark.com/listing/Red-AB-Pink-Melon-bead-bracelet-8-Handmade-63801247b0f19362a58967c7,0,0,0.00,0.31,8700000,"[15,11,18,100,18,8,5,6,6,6,6,5]",2023-03-14,"Image pack, Site links, Image, AdWords bottom",informational,Organic
pink melon jewelry,17,17,110,16,0.77,https://poshmark.com/listing/Pretty-Melon-Pink-Marble-Post-Pierced-Earrings-Womans-Jewelry-Blush-Pink-63d7187132c1dcd1c1613d59,0,0,0.00,0.31,8700000,"[15,11,18,100,18,8,5,6,6,6,6,5]",2023-03-14,"Image pack, Site links, Image, AdWords bottom",informational,Organic
minnie mouse eara,35,35,30,34,0.30,https://poshmark.com/browse/minnie-mouse-bow-headband,0,0,0.00,1,90,"[0,7,0,1,1,0,0,2,0,0,1,0]",2023-03-31,"Top stories, Image pack, Site links, Video, Image",commercial,Organic
adora doll accessories,38,38,40,16,0.34,https://poshmark.com/brand/Adora-Kids-Toys-Dolls_&_Accessories,0,0,0.00,1,52,"[1,0,0,0,1,0,1,1,1,3,4,1]",2023-03-23,"Image pack, Video, Image",transactional,Organic
louis vutton dupe,17,17,30,9,0.24,https://poshmark.com/browse/Louis-vuitton-dupe-Accessories,0,0,0.00,1,94,"[0,0,0,0,0,57,71,57,100,71,100,71]",2023-03-29,"Site links, Video, Image, People also ask",commercial,Organic
ucla gift,87,87,30,30,0.32,https://poshmark.com/listing/UCLA-GIFT-PACK-5f56d337ff8304c0f4fc84b4,0,0,0.00,1,93,"[7,7,28,21,21,0,14,0,7,50,78,0]",2023-03-24,"Image pack, Site links, Video, Image",commercial,Organic
cock sweaters,23,23,110,17,0.14,https://poshmark.com/listing/Peck--Cock-Womens-Pullover-Long-Sleeve-V-Neck-Cashmere-Sweater-Gray-Sz-XL-63aafc97ddab40f87de66927,0,0,0.00,0.97,99,"[15,0,28,15,28,21,28,0,81,81,53,34]",2023-03-26,Shopping ads,commercial,Organic
fixate containers,75,75,30,41,0.30,https://poshmark.com/listing/Fixate-21-Day-Fix-Cookbook-Containers-5f4168cde13164b62926f1ba,0,0,0.00,0.83,95,"[77,55,44,33,22,22,22,22,22,22,33,22]",2023-03-31,"Image pack, Reviews, Video, Image, People also ask",informational,Organic
backless vintage dress,4,4,40,12,0.57,https://poshmark.com/browse/Vintage-backless-dress,2,0,1.00,1,23300000,"[2,23,10,0,0,12,23,17,0,0,28,0]",2023-03-14,"Image pack, Video, Image, People also ask","informational, transactional",Organic
mikasa crystal park lane,16,16,90,28,0.27,https://poshmark.com/listing/Mikasa-Crystal-Park-Lane-Gold-Pattern-Champagne-Flute-623b781cff7c5a42f69be9d4,0,0,0.00,1,49,"[65,42,42,42,26,7,26,34,3,0,3,80]",2023-03-22,"Knowledge panel, Image pack, Video, Image, AdWords bottom, People also ask","informational, transactional",Organic
boudoir noir colourpop,21,21,40,20,0.34,https://poshmark.com/listing/Colourpop-Boudoir-Noir-Eyeshadow-Palette-New-5fe1c79aae766f553d6e5196,0,0,0.00,1,26500,"[11,8,6,8,6,8,3,3,3,3,3,3]",2023-03-13,"Image pack, Video, Image, Video Carousel",commercial,Organic
nautica robes,9,9,50,24,0.34,https://poshmark.com/browse/mens-nautica-robe,1,0,0.00,1,50,"[14,23,14,19,14,14,19,23,42,66,23,19]",2023-04-05,"Video, Image",commercial,Organic
kids laser tag set,28,28,40,45,0.00,https://poshmark.com/brand/Laser%20X,0,0,0.00,0,18800000,"[34,6,0,0,0,0,0,0,6,100,6,3]",2023-04-06,"Image pack, Site links, Image, Video Carousel, People also ask, Indented, Related searches",commercial,Organic
murphy buckles,67,67,30,24,0.00,https://poshmark.com/listing/Gist-Murphy-Houston-Livestock-Rodeo-Belt-Buckle-60e9b9892a1eff2bff1cf6c8,0,0,0.00,0.59,6530000,"[27,100,18,18,18,18,18,18,18,18,18,18]",2023-03-20,"Knowledge panel, Image pack, Site links, Video, Image",informational,Organic
snow.suits,59,59,40,43,0.65,https://poshmark.com/browse/snow-pants-and-suits,0,0,0.00,1,70000000,"[0,0,0,0,0,0,0,0,0,3,65,100]",2023-03-13,"Site links, Video, Image",commercial,Organic
md ew tote mk,7,7,30,13,0.00,https://poshmark.com/browse/michael-kors-east-west-signature-tote,0,0,0.00,0,31,"[0,64,100,11,11,0,0,11,0,11,0,0]",2023-03-19,"Image pack, Site links, Video, Image, Shopping ads","informational, transactional",Organic
md ew tote mk,6,6,30,13,0.00,https://poshmark.com/listing/Michael-Kors-Mirella-MD-EW-Tote-Vanilla-Shoulder-Bag-35F2G7ZT2B-6306677efed51f69fd3b1bca,1,0,0.00,0,31,"[0,64,100,11,11,0,0,11,0,11,0,0]",2023-03-19,"Image pack, Site links, Video, Image, Shopping ads","informational, transactional",Organic
royal blue corduroy pants,1,1,70,11,0.60,https://poshmark.com/browse/royal-blue-corduroy-pants,17,0,10.00,1,90,"[17,11,11,11,11,11,11,64,64,64,64,100]",2023-03-24,"Image pack, Video, Image",commercial,Organic
burgundy air force,17,17,210,17,0.60,https://poshmark.com/listing/Nike-Custom-Air-Force-1-Burgundy-NWT-61e73f63163df4e926bee0ef,0,0,0.00,1,48,"[65,65,53,43,53,53,43,65,43,65,65,100]",2023-03-29,"Image pack, Video, Image, Video Carousel",informational,Organic
chinese dresses traditional,12,12,260,43,0.38,https://poshmark.com/browse/chinese-traditional-dress,3,0,1.00,1,75,"[11,16,100,1,4,4,2,4,0,2,0,1]",2023-03-24,"Image pack, Video, Image, People also ask",commercial,Organic
where to buy cloud shoes,36,36,210,54,0.83,https://poshmark.com/browse/on-cloud-running-shoes,0,0,0.00,1,117000000,"[81,81,81,65,81,100,65,65,53,81,81,65]",2023-03-29,"Local pack, Image, Shopping ads, People also ask, FAQ",transactional,Organic
where to buy cloud shoes,35,35,210,54,0.83,https://poshmark.com/browse/on-running-shoes-cloud,0,0,0.00,1,117000000,"[81,81,81,65,81,100,65,65,53,81,81,65]",2023-03-29,"Local pack, Image, Shopping ads, People also ask, FAQ",transactional,Organic
navy blue velvet dress long,13,13,30,28,0.00,https://poshmark.com/browse/blue-velvet-velvet-dress,0,0,0.00,1,81,"[64,17,11,11,11,11,11,11,11,11,11,11]",2023-03-09,"Image pack, Video, Image","informational, transactional",Organic
walken sleepy hollow,47,47,30,24,0.00,https://poshmark.com/listing/Johnny-Depp-Sleepy-Hollow-Christina-Ricci-Christopher-Walken-635274bdfed51f1c5f2162f3,0,0,0.00,0,304000,"[18,18,18,18,18,18,18,100,18,18,18,18]",2023-03-30,"Knowledge panel, Site links, Video Carousel, People also ask","informational, transactional",Organic
men's dark academia,21,21,140,34,1.80,https://poshmark.com/style-tag/Dark%20Academia,0,0,0.00,0.88,82,"[54,0,0,28,35,54,54,35,0,0,0,0]",2023-04-05,"Image pack, Site links, Video, Image, People also ask",commercial,Organic
sandals size 3,15,15,140,37,0.34,https://poshmark.com/brand/Clarks-Kids-Shoes-Sandals_&_Flip_Flops,0,0,0.00,0.89,126000000,"[17,53,66,66,66,43,28,12,12,12,12,17]",2023-03-15,"Image pack, Video, Image",transactional,Organic
redneck life expansion,77,77,40,21,0.16,https://poshmark.com/listing/Redneck-Life-Board-Game-and-Livin-the-Dream-Expansion-640361448d7a3cc1ef2c3761,0,0,0.00,1,2640000,"[9,9,9,9,9,9,14,9,52,52,52,9]",2023-04-04,"Knowledge panel, Image pack, Image, Video Carousel",informational,Organic
ashland santa pillow,5,5,30,13,0.00,https://poshmark.com/brand/Ashland-Home-Holiday-Holiday_Pillows,1,0,0.00,0.75,43,"[27,18,18,0,18,18,18,18,18,100,18,18]",2023-03-14,"Image pack, Image","informational, transactional",Organic
colleta off-shoulder sweater dress,17,17,30,18,1.71,https://poshmark.com/listing/NWT-Banana-Republic-Colleta-Off-the-Shoulder-Sweater-Dress-63bb1dfcdbb0e70dbaa04ed3,0,0,0.00,0.97,38,"[0,0,0,0,0,0,0,0,0,100,100,100]",2023-03-21,"Knowledge panel, Image pack, Video, Image, Shopping ads","informational, transactional",Organic
prom dresses usa,91,91,390,69,0.67,https://poshmark.com/brand/Group%20usa-Women-Dresses-Prom,0,0,0.00,1,22400000,"[100,76,10,13,8,13,16,16,6,13,30,45]",2023-04-04,"Site links, Video, Image, AdWords bottom, Shopping ads",commercial,Organic
jodys closet,8,8,590,28,0.00,https://poshmark.com/closet/jdulceak,14,0,0.00,0.01,90,"[4,7,5,5,7,100,34,30,13,11,8,8]",2023-03-28,Local pack,commercial,Organic
pokemon welch's jelly glasses,5,5,70,20,0.06,https://poshmark.com/brand/Welch's,3,0,0.00,1,38,"[11,64,11,64,64,11,64,11,11,41,52,82]",2023-03-28,"Image pack, Video, Image, People also ask",commercial,Organic
men's lightweight tactical boots,57,57,50,32,0.47,https://poshmark.com/browse/mens-tactical-boots,0,0,0.00,1,5080000,"[78,7,14,0,21,21,21,28,28,28,100,64]",2023-03-13,"Image pack, Site links, Video, Image, People also ask",transactional,Organic
keen arch support sandals,23,23,30,18,0.26,https://poshmark.com/listing/Womens-Keen-Arch-Support-Sandals-Sz-7Great-condo-640f68d515d8ac6e17dee0c2,0,0,0.00,1,2380000,"[18,18,18,100,100,18,18,18,0,18,18,0]",2023-03-23,"Video, Image, AdWords bottom, People also ask",commercial,Organic
yorkie snow boots,18,18,30,22,0.26,https://poshmark.com/browse/yorkie-shoes,0,0,0.00,1,63,"[7,5,5,5,5,5,5,5,5,5,28,5]",2023-03-24,"Image pack, Video, Image, People also ask",commercial,Organic
holga lens for canon,32,32,40,30,0.00,https://poshmark.com/listing/Holga-Lens-for-Canon-Camera-621d6928446e59ba1d4a740d,0,0,0.00,1,100,"[9,9,9,9,9,9,9,9,42,100,9,9]",2023-03-26,"Knowledge panel, Image pack, Video, Image, AdWords bottom, Video Carousel, People also ask","informational, transactional",Organic
rachelle cross,60,60,140,22,0.00,https://poshmark.com/listing/Kate-Spade-Black-small-Rachelle-cross-body-bag-552f0cb76e3ec23fac005628,0,0,0.00,0.04,118000000,"[100,100,64,64,64,64,64,52,64,64,64,100]",2023-03-25,"Image pack, Site links, Video, Image",informational,Organic
license plate vault,67,67,50,3,0.15,https://poshmark.com/listing/Walt-Disney-World-50th-Anniversary-Vault-Collection-License-Plate-63e0754def1a4edbf55c764d,0,0,0.00,1,10800000,"[64,64,41,29,29,23,11,17,17,11,11,29]",2023-04-02,"Video, Image",commercial,Organic
armani 105,57,57,20,10,1.28,https://poshmark.com/listing/Giorgio-Armani-lip-Maestro-intense-velvet-colordispirited-105-61b77194920786b09e6a547a,0,0,0.00,1,21100000,"[66,66,66,66,66,66,66,66,66,66,66,66]",2023-04-03,,commercial,Organic
disney diaper bag for girl,11,11,30,14,0.00,https://poshmark.com/browse/disney-diaper-bag,0,0,0.00,0,54,"[42,57,14,0,0,28,28,71,57,14,42,42]",2023-03-27,"Image pack, Video, Image",commercial,Organic
mens striped tank tops,4,4,50,18,0.49,https://poshmark.com/browse/mens-striped-tank-tops,3,0,1.00,1,22200000,"[0,66,80,14,4,0,42,42,23,42,0,19]",2023-04-03,"Image pack, Video, Image",commercial,Organic
pandora diamond heart necklace,8,8,30,22,0.84,https://poshmark.com/browse/pandora-diamond-necklace,0,0,0.00,1,38,"[11,7,7,42,7,7,7,7,7,7,7,7]",2023-03-21,"Image pack, Video, Image, AdWords bottom, People also ask","informational, transactional",Organic
pandora diamond heart necklace,7,7,30,22,0.84,https://poshmark.com/browse/heart-necklace-pandora,0,0,0.00,1,38,"[11,7,7,42,7,7,7,7,7,7,7,7]",2023-03-21,"Image pack, Video, Image, AdWords bottom, People also ask","informational, transactional",Organic
dre low rise boyfriend jeans,8,8,20,15,2.03,https://poshmark.com/browse/rag-bone-jean-dre-slim-fit-boyfriend,0,0,0.00,1,57,"[80,60,40,40,40,40,40,40,40,40,40,40]",2023-03-25,"Knowledge panel, Image pack, Video, Image, People also ask",transactional,Organic
rapunzel crossbody bag,1,1,30,3,0.00,https://poshmark.com/browse/rapunzel-handbag,7,0,0.00,1,89,"[18,18,27,27,18,18,18,18,18,27,100,18]",2023-04-02,"Image pack, Video, Image",commercial,Organic
prolash serum,63,63,20,5,1.24,https://poshmark.com/listing/Replenix-ProLash-Eyelash-Enhancing-Serum-5effd8b2633cfc16030c9b30,0,0,0.00,1,106000,"[42,28,28,28,28,28,28,28,28,28,28,28]",2023-03-21,"Knowledge panel, Image pack, Video, Image, AdWords bottom, Shopping ads, People also ask","informational, transactional",Organic
fuda boots,8,8,30,25,0.34,https://poshmark.com/listing/Fuda-boots-5ac838db5512fd08fa21b934,0,0,0.00,0.92,39,"[14,14,14,14,14,14,14,14,14,14,100,14]",2023-03-29,"Knowledge panel, AdWords bottom",informational,Organic
tennis bracelet with matching necklace,71,71,20,26,1.15,https://poshmark.com/listing/Kurt-Geiger-Tennis-set-matching-necklace-and-bracelet-6268b71dff830454a280fff4,0,0,0.00,1,23700000,"[28,28,28,28,28,28,28,28,28,28,28,28]",2023-04-02,"Image pack, Video, Image, People also ask","informational, transactional",Organic
pineapple bra,72,72,110,0,0.80,https://poshmark.com/listing/Pineapple-bra-60bf8b6dcb692cb33d357a9d,0,0,0.00,1,12400000,"[52,52,66,66,66,66,52,42,52,33,52,52]",2023-03-15,"Image pack, Video, Image","informational, transactional",Organic
pineapple bra,71,71,110,0,0.80,https://poshmark.com/browse/Pink-Pineapple-Intimates-&-Sleepwear,0,0,0.00,1,12400000,"[52,52,66,66,66,66,52,42,52,33,52,52]",2023-03-15,"Image pack, Video, Image","informational, transactional",Organic
the work beachbody,75,75,210,21,3.38,https://poshmark.com/listing/Beachbody-6-weeks-of-the-work-tank-size-large-6241dfb209d7602d05ad0527,0,0,0.00,0.16,94,"[39,32,32,21,21,17,14,14,11,21,21,21]",2023-03-28,"Video, Video Carousel, People also ask",informational,Organic
l'ange 360,27,27,70,37,0.44,https://poshmark.com/listing/LANGE-Le-Duo-360-Airflow-Styler-Black-63082bb2932a8af9f4a01403,0,0,0.00,1,54,"[5,29,17,23,64,100,0,0,23,100,100,64]",2023-03-21,"Knowledge panel, Image pack, Video, Image, Shopping ads, Video Carousel, People also ask","informational, transactional",Organic
ym magazine,72,72,720,23,0.00,https://poshmark.com/listing/YM-Magazine-September-2002-Issue-Y2K-Ashanti-Biggest-Fashion-Issue-Vintage-2000s-629277fc12d88000356aaed4,0,0,0.00,0.93,9470000,"[72,72,72,72,88,72,100,59,72,39,72,72]",2023-04-01,"Knowledge panel, Image pack, Video, Image, People also ask",informational,Organic
womens purple dress shoes,11,11,1300,32,0.38,https://poshmark.com/browse/purple-low-heel-dress-shoes,9,0,3.00,1,69800000,"[100,100,68,46,13,68,100,68,37,20,46,68]",2023-04-07,"Image pack, Image, Popular products, Related searches",commercial,Organic
maxi dreses,81,81,260,74,0.85,https://poshmark.com/category/Women-Dresses-Maxi,0,0,0.00,1,114000000,"[81,100,81,54,36,81,1,1,1,1,0,1]",2023-03-15,"Top stories, Site links, Video, Image, People also ask",commercial,Organic
modern muse rollerball,31,31,20,24,0.99,https://poshmark.com/listing/Estee-Lauder-Modern-Muse-Rollerball-5f6f95199e155901c908eca0,0,0,0.00,1,58,"[66,66,66,66,66,66,66,66,66,66,66,66]",2023-04-06,"Knowledge panel, Image pack, Video, Image, People also ask",informational,Organic
modern muse rollerball,30,30,20,24,0.99,https://poshmark.com/listing/Este-Lauder-Modern-Muse-Rollerball-Perfume-614495a5045e396b574b61ce,0,0,0.00,1,58,"[66,66,66,66,66,66,66,66,66,66,66,66]",2023-04-06,"Knowledge panel, Image pack, Video, Image, People also ask",informational,Organic
makeup by mario black friday,78,78,70,22,0.00,https://poshmark.com/listing/LIP-PALETTE-MAKEUP-BY-MARIO-5fa813b2a4de41c5ee7e75a6,0,0,0.00,1,18500000,"[0,3,3,3,3,3,3,3,3,100,3,3]",2023-03-19,"Image pack, Site links, Video, Image, People also ask",informational,Organic
star wars handkerchief,17,17,30,20,1.54,https://poshmark.com/listing/STAR-WARS-Cotton-and-linen-handkerchief-SET-OF-3-5cc352dcaa7ed32138ed5ba2,0,0,0.00,0.99,87,"[14,9,9,9,9,9,9,9,9,9,52,9]",2023-03-13,"Image pack, Video, Image",informational,Organic
star wars handkerchief,18,18,30,20,1.54,https://poshmark.com/listing/Star-Wars-Handkerchief-Reversible-Baby-Bib-5b9ac5472beb79fc02bc07fc,0,0,0.00,0.99,87,"[14,9,9,9,9,9,9,9,9,9,52,9]",2023-03-13,"Image pack, Video, Image",informational,Organic
rocksmith shirt,3,3,40,17,0.00,https://poshmark.com/brand/rocksmith-Men-Shirts,3,0,0.00,0.88,64,"[11,11,11,11,64,64,64,11,11,11,11,11]",2023-04-05,"Image pack, Video, Image",commercial,Organic
rocksmith shirt,2,2,40,17,0.00,https://poshmark.com/brand/rocksmith-Men-Shirts-Tees___Short_Sleeve,5,0,0.00,0.88,64,"[11,11,11,11,64,64,64,11,11,11,11,11]",2023-04-05,"Image pack, Video, Image",commercial,Organic
kids' christmas shirt,12,12,30,24,0.00,https://poshmark.com/brand/Holiday_Time-Kids-Shirts_&_Tops,0,0,0.00,0,340000000,"[0,4,0,0,4,0,4,9,19,52,100,0]",2023-03-15,"Image pack, Video, Image, FAQ",commercial,Organic
skims swim cobalt,8,8,30,16,0.00,https://poshmark.com/listing/ISO-in-search-of-SKIMS-COBALT-BLUE-SWIM-CROPPED-TOP-IN-SIZE-XS-6241686f06d59c3a3ff8de63,0,0,0.00,1,51,"[0,36,18,18,100,18,18,18,18,18,18,18]",2023-04-02,"Image pack, Site links, Video, Image, AdWords bottom, Shopping ads, People also ask",informational,Organic
skims swim cobalt,7,7,30,16,0.00,https://poshmark.com/listing/Skims-swim-bikini-top-cobalt-blue-63eda08902760bd81da90fc0,0,0,0.00,1,51,"[0,36,18,18,100,18,18,18,18,18,18,18]",2023-04-02,"Image pack, Site links, Video, Image, AdWords bottom, Shopping ads, People also ask",informational,Organic
diana olympia,87,87,30,24,0.00,https://poshmark.com/listing/Charlotte-Olympia-Diana-Velvet-Platform-Sandals-5be13e50e944ba9697ba77a1,0,0,0.00,0.02,21300000,"[14,100,14,14,14,14,14,14,14,14,14,14]",2023-03-27,"Local pack, Image pack, Site links, Image",informational,Organic
scarecrow flannel,34,34,30,7,0.00,https://poshmark.com/listing/Scarecrow-Vintage-Upcycle-Flannel-Shirt-Big-Mac-JC-Penney-Large-Tall-63d62cb5cbda470ac2f21aac,0,0,0.00,0.78,1160000,"[9,18,45,9,27,18,9,100,18,18,18,18]",2023-04-05,"Image pack, Video, Image",informational,Organic
black puffer jacket with fur,25,25,170,40,0.00,https://poshmark.com/browse/puffer-jacket-with-fur-hood,0,0,0.00,1,20600000,"[4,14,8,8,10,10,22,43,100,81,54,43]",2023-03-26,"Image pack, Site links, Video, Image, FAQ",informational,Organic
black boots with gold studs,7,7,70,13,0.00,https://poshmark.com/browse/black-suede-gold-studded-booties,2,0,0.00,1,31400000,"[11,2,2,2,2,2,2,2,17,11,11,11]",2023-03-20,"Image pack, Video, Image",commercial,Organic
black boots with gold studs,6,6,70,13,0.00,https://poshmark.com/browse/ankle-boots-with-gold-studs,2,0,0.00,1,31400000,"[11,2,2,2,2,2,2,2,17,11,11,11]",2023-03-20,"Image pack, Video, Image",commercial,Organic
skyjo action,29,29,260,15,0.27,https://poshmark.com/listing/SKYJO-Action-by-Magilano-the-New-Exciting-Card-Game-for-Kids-and-Adults-61e1de10e107bb407430e6a6,0,0,0.00,1,165000,"[29,19,23,23,29,29,54,19,23,100,66,29]",2023-03-26,"Knowledge panel, Video, Image, Video Carousel, People also ask","informational, transactional",Organic
48s suit,41,41,90,25,1.41,https://poshmark.com/listing/Joseph-Feiss-48S-46x25-Gray-Suit-T556-62959d6fe2c432e31ce2aa37,0,0,0.00,1,99,"[78,78,100,78,28,50,64,50,50,21,50,78]",2023-03-27,"Image pack, Site links, Video, Image, AdWords bottom, People also ask",informational,Organic
initial throw pillow,44,44,110,16,0.38,https://poshmark.com/listing/A-Initial-Throw-Pillow-18-square-Navy-Blue-and-White-New-unopened-6178317f2f3d1988466bce11,0,0,0.00,1,92,"[66,66,33,33,42,80,42,42,52,52,42,52]",2023-03-13,"Image pack, Video, Image",commercial,Organic
